Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,bloomington,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,Library,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Replicate,Sample Name,source_name,SRA Study,Strain,time_of_harvesting,time_series_type,Tissue
SRR8522668,RNA-Seq,63,79155972,PRJNA518903,SAMN10862749,28233,36859083,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325123,GSM3588821,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588821,RAL-796_gut_T=ZT17,SRP183194,RAL-796,T=ZT17,Time-series for RAL-796,whole gut
SRR8522669,RNA-Seq,63,171930465,PRJNA518903,SAMN10862748,28233,79570764,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325124,GSM3588822,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588822,RAL-796_gut_T=ZT19,SRP183194,RAL-796,T=ZT19,Time-series for RAL-796,whole gut
SRR8522670,RNA-Seq,63,112359177,PRJNA518903,SAMN10862747,28233,52218451,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325125,GSM3588823,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588823,RAL-796_gut_T=ZT19,SRP183194,RAL-796,T=ZT19,Time-series for RAL-796,whole gut
SRR8522671,RNA-Seq,63,172952199,PRJNA518903,SAMN10862746,28233,80287268,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325126,GSM3588824,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588824,RAL-796_gut_T=ZT21,SRP183194,RAL-796,T=ZT21,Time-series for RAL-796,whole gut
SRR8522672,RNA-Seq,63,169265376,PRJNA518903,SAMN10862745,28233,78179138,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325127,GSM3588825,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588825,RAL-796_gut_T=ZT21,SRP183194,RAL-796,T=ZT21,Time-series for RAL-796,whole gut
SRR8522673,RNA-Seq,63,129437028,PRJNA518903,SAMN10862744,28233,60020799,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325128,GSM3588826,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588826,RAL-796_gut_T=ZT23,SRP183194,RAL-796,T=ZT23,Time-series for RAL-796,whole gut
SRR8522674,RNA-Seq,63,118444851,PRJNA518903,SAMN10862743,28233,54853957,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325129,GSM3588827,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588827,RAL-796_gut_T=ZT23,SRP183194,RAL-796,T=ZT23,Time-series for RAL-796,whole gut
SRR8522675,RNA-Seq,63,65679390,PRJNA518903,SAMN10862742,28233,30811203,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325130,GSM3588828,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588828,RAL-796_gut_T=CT1,SRP183194,RAL-796,T=CT1,Time-series for RAL-796,whole gut
SRR8522676,RNA-Seq,63,167666751,PRJNA518903,SAMN10862741,28233,77715658,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325131,GSM3588829,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588829,RAL-796_gut_T=CT1,SRP183194,RAL-796,T=CT1,Time-series for RAL-796,whole gut
SRR8522677,RNA-Seq,63,178271604,PRJNA518903,SAMN10862740,28233,82777542,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325132,GSM3588830,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588830,RAL-796_gut_T=CT3,SRP183194,RAL-796,T=CT3,Time-series for RAL-796,whole gut
SRR8522678,RNA-Seq,63,132858999,PRJNA518903,SAMN10862739,28233,61521888,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325133,GSM3588831,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588831,RAL-796_gut_T=CT3,SRP183194,RAL-796,T=CT3,Time-series for RAL-796,whole gut
SRR8522679,RNA-Seq,63,230856822,PRJNA518903,SAMN10862738,28233,107389511,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325134,GSM3588832,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588832,RAL-796_gut_T=CT5,SRP183194,RAL-796,T=CT5,Time-series for RAL-796,whole gut
SRR8522680,RNA-Seq,63,188812638,PRJNA518903,SAMN10862778,28233,87095977,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325135,GSM3588833,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588833,RAL-796_gut_T=CT5,SRP183194,RAL-796,T=CT5,Time-series for RAL-796,whole gut
SRR8522681,RNA-Seq,63,50693517,PRJNA518903,SAMN10862777,28233,23650959,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325136,GSM3588834,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588834,RAL-796_gut_T=CT7,SRP183194,RAL-796,T=CT7,Time-series for RAL-796,whole gut
SRR8522682,RNA-Seq,63,91240065,PRJNA518903,SAMN10862776,28233,42135416,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325137,GSM3588835,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588835,RAL-796_gut_T=CT7,SRP183194,RAL-796,T=CT7,Time-series for RAL-796,whole gut
SRR8522683,RNA-Seq,63,223095285,PRJNA518903,SAMN10862775,28233,103489066,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325138,GSM3588836,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588836,RAL-796_gut_T=CT9,SRP183194,RAL-796,T=CT9,Time-series for RAL-796,whole gut
SRR8522684,RNA-Seq,63,98708463,PRJNA518903,SAMN10862774,28233,45537739,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325139,GSM3588837,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588837,RAL-796_gut_T=CT9,SRP183194,RAL-796,T=CT9,Time-series for RAL-796,whole gut
SRR8522685,RNA-Seq,63,177942492,PRJNA518903,SAMN10862773,28233,82528098,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325140,GSM3588838,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588838,RAL-796_gut_T=CT11,SRP183194,RAL-796,T=CT11,Time-series for RAL-796,whole gut
SRR8522686,RNA-Seq,63,108480582,PRJNA518903,SAMN10862772,28233,50297816,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325141,GSM3588839,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588839,RAL-796_gut_T=CT11,SRP183194,RAL-796,T=CT11,Time-series for RAL-796,whole gut
SRR8522687,RNA-Seq,63,155661975,PRJNA518903,SAMN10862771,28233,71564242,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325142,GSM3588840,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588840,RAL-796_gut_T=CT13,SRP183194,RAL-796,T=CT13,Time-series for RAL-796,whole gut
SRR8522688,RNA-Seq,63,146062665,PRJNA518903,SAMN10862770,28233,67473695,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325143,GSM3588841,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588841,RAL-796_gut_T=CT13,SRP183194,RAL-796,T=CT13,Time-series for RAL-796,whole gut
SRR8522689,RNA-Seq,63,155090187,PRJNA518903,SAMN10862769,28233,71576780,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325216,GSM3588842,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588842,RAL-796_gut_T=CT15,SRP183194,RAL-796,T=CT15,Time-series for RAL-796,whole gut
SRR8522690,RNA-Seq,63,78116535,PRJNA518903,SAMN10862768,28233,35991896,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325217,GSM3588843,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588843,RAL-796_gut_T=CT15,SRP183194,RAL-796,T=CT15,Time-series for RAL-796,whole gut
SRR8522691,RNA-Seq,63,139984362,PRJNA518903,SAMN10862767,28233,65075377,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325218,GSM3588844,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588844,RAL-796_gut_T=CT17,SRP183194,RAL-796,T=CT17,Time-series for RAL-796,whole gut
SRR8522692,RNA-Seq,63,141324246,PRJNA518903,SAMN10862766,28233,65361717,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325219,GSM3588845,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588845,RAL-796_gut_T=CT17,SRP183194,RAL-796,T=CT17,Time-series for RAL-796,whole gut
SRR8522693,RNA-Seq,63,119523663,PRJNA518903,SAMN10862765,28233,55107959,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325220,GSM3588846,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588846,RAL-796_gut_T=CT19,SRP183194,RAL-796,T=CT19,Time-series for RAL-796,whole gut
SRR8522694,RNA-Seq,63,114226434,PRJNA518903,SAMN10862764,28233,53013428,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325221,GSM3588847,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588847,RAL-796_gut_T=CT19,SRP183194,RAL-796,T=CT19,Time-series for RAL-796,whole gut
SRR8522695,RNA-Seq,63,115054002,PRJNA518903,SAMN10862763,28233,53149102,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325222,GSM3588848,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588848,RAL-796_gut_T=CT21,SRP183194,RAL-796,T=CT21,Time-series for RAL-796,whole gut
SRR8522696,RNA-Seq,63,80438463,PRJNA518903,SAMN10862762,28233,37389712,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325223,GSM3588849,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588849,RAL-796_gut_T=CT21,SRP183194,RAL-796,T=CT21,Time-series for RAL-796,whole gut
SRR8522697,RNA-Seq,63,171986409,PRJNA518903,SAMN10862761,28233,79212323,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325224,GSM3588850,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588850,RAL-796_gut_T=CT23,SRP183194,RAL-796,T=CT23,Time-series for RAL-796,whole gut
SRR8522698,RNA-Seq,63,83316933,PRJNA518903,SAMN10862760,28233,38693798,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325225,GSM3588851,Illumina HiSeq 2500,BRB2_D,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588851,RAL-796_gut_T=CT23,SRP183194,RAL-796,T=CT23,Time-series for RAL-796,whole gut
SRR8522699,RNA-Seq,68,69239978,PRJNA518903,SAMN10862460,w1118,30265973,GEO,public,sra,ncbi,ncbi.public,SRX5324968,GSM3588234,Illumina HiSeq 2500,BRB2_B,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588234,w1118_gut_T=CT7,SRP183194,w1118,T=CT7,Time-series for w1118,whole gut
SRR8522700,RNA-Seq,68,218185199,PRJNA518903,SAMN10862459,w1118,95036258,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5324969,GSM3588235,Illumina HiSeq 2500,BRB2_B,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588235,w1118_gut_T=CT7,SRP183194,w1118,T=CT7,Time-series for w1118,whole gut
SRR8522701,RNA-Seq,68,64010213,PRJNA518903,SAMN10862458,w1118,27741395,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5324970,GSM3588236,Illumina HiSeq 2500,BRB2_B,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588236,w1118_gut_T=CT9,SRP183194,w1118,T=CT9,Time-series for w1118,whole gut
SRR8522702,RNA-Seq,68,140303223,PRJNA518903,SAMN10862457,w1118,60920975,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5324971,GSM3588237,Illumina HiSeq 2500,BRB2_B,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588237,w1118_gut_T=CT9,SRP183194,w1118,T=CT9,Time-series for w1118,whole gut
SRR8522703,RNA-Seq,68,89533704,PRJNA518903,SAMN10862456,w1118,38747285,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5324972,GSM3588238,Illumina HiSeq 2500,BRB2_B,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588238,w1118_gut_T=CT11,SRP183194,w1118,T=CT11,Time-series for w1118,whole gut
SRR8522704,RNA-Seq,68,98488678,PRJNA518903,SAMN10862455,w1118,43182604,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5324973,GSM3588239,Illumina HiSeq 2500,BRB2_B,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588239,w1118_gut_T=CT13,SRP183194,w1118,T=CT13,Time-series for w1118,whole gut
SRR8522705,RNA-Seq,68,306317640,PRJNA518903,SAMN10862454,w1118,132942179,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5324974,GSM3588240,Illumina HiSeq 2500,BRB2_B,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588240,w1118_gut_T=CT13,SRP183194,w1118,T=CT13,Time-series for w1118,whole gut
SRR8522706,RNA-Seq,59,53458598,PRJNA518903,SAMN10862453,w1118,24046904,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5324975,GSM3588241,Illumina HiSeq 2500,BRB6_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,3,GSM3588241,w1118_gut_T=CT13,SRP183194,w1118,T=CT13,Time-series for w1118,whole gut
SRR8522707,RNA-Seq,68,110274681,PRJNA518903,SAMN10862452,w1118,48160652,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325048,GSM3588242,Illumina HiSeq 2500,BRB2_B,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588242,w1118_gut_T=CT15,SRP183194,w1118,T=CT15,Time-series for w1118,whole gut
SRR8522708,RNA-Seq,68,227392549,PRJNA518903,SAMN10862451,w1118,98935354,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325049,GSM3588243,Illumina HiSeq 2500,BRB2_B,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588243,w1118_gut_T=CT15,SRP183194,w1118,T=CT15,Time-series for w1118,whole gut
SRR8522709,RNA-Seq,68,171003811,PRJNA518903,SAMN10862450,w1118,73824234,GEO,public,sra,ncbi,ncbi.public,SRX5325050,GSM3588244,Illumina HiSeq 2500,BRB2_B,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588244,w1118_gut_T=CT17,SRP183194,w1118,T=CT17,Time-series for w1118,whole gut
SRR8522710,RNA-Seq,68,87280956,PRJNA518903,SAMN10862449,w1118,37636191,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325051,GSM3588245,Illumina HiSeq 2500,BRB2_B,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588245,w1118_gut_T=CT17,SRP183194,w1118,T=CT17,Time-series for w1118,whole gut
SRR8522711,RNA-Seq,58,35812048,PRJNA518903,SAMN10862490,w1118,16335206,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325052,GSM3588246,Illumina HiSeq 2500,BRB4_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,3,GSM3588246,w1118_gut_T=CT17,SRP183194,w1118,T=CT17,Time-series for w1118,whole gut
SRR8522712,RNA-Seq,68,237897714,PRJNA518903,SAMN10862489,w1118,103240218,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325053,GSM3588247,Illumina HiSeq 2500,BRB2_B,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588247,w1118_gut_T=CT19,SRP183194,w1118,T=CT19,Time-series for w1118,whole gut
SRR8522713,RNA-Seq,68,244224577,PRJNA518903,SAMN10862488,w1118,105005155,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325054,GSM3588248,Illumina HiSeq 2500,BRB2_B,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588248,w1118_gut_T=CT19,SRP183194,w1118,T=CT19,Time-series for w1118,whole gut
SRR8522714,RNA-Seq,68,870769708,PRJNA518903,SAMN10862485,w1118,375659523,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325055,GSM3588249,Illumina HiSeq 2500,BRB2_B,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588249,w1118_gut_T=CT21,SRP183194,w1118,T=CT21,Time-series for w1118,whole gut
SRR8522715,RNA-Seq,68,146122560,PRJNA518903,SAMN10862484,w1118,62923059,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325056,GSM3588250,Illumina HiSeq 2500,BRB2_B,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588250,w1118_gut_T=CT21,SRP183194,w1118,T=CT21,Time-series for w1118,whole gut
SRR8522716,RNA-Seq,59,50643068,PRJNA518903,SAMN10862483,w1118,22825978,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325057,GSM3588251,Illumina HiSeq 2500,BRB6_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,3,GSM3588251,w1118_gut_T=CT21,SRP183194,w1118,T=CT21,Time-series for w1118,whole gut
SRR8522717,RNA-Seq,68,201107603,PRJNA518903,SAMN10862482,w1118,86323050,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325058,GSM3588252,Illumina HiSeq 2500,BRB2_B,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588252,w1118_gut_T=CT23,SRP183194,w1118,T=CT23,Time-series for w1118,whole gut
SRR8522718,RNA-Seq,68,137985767,PRJNA518903,SAMN10862481,w1118,59727603,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325059,GSM3588253,Illumina HiSeq 2500,BRB2_B,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588253,w1118_gut_T=CT23,SRP183194,w1118,T=CT23,Time-series for w1118,whole gut
SRR8522719,RNA-Seq,69,254443884,PRJNA518903,SAMN10862487,w1118,107385858,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325060,GSM3588254,Illumina HiSeq 2500,BRB2_B,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588254,w1118_malpighianTubules_T=ZT1,SRP183194,w1118,T=ZT1,Time-series for w1118,whole malpighian tubules
SRR8522720,RNA-Seq,68,184754252,PRJNA518903,SAMN10862486,w1118,79119532,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325061,GSM3588255,Illumina HiSeq 2500,BRB2_B,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588255,w1118_malpighianTubules_T=ZT1,SRP183194,w1118,T=ZT1,Time-series for w1118,whole malpighian tubules
SRR8522721,RNA-Seq,69,137273308,PRJNA518903,SAMN10862480,w1118,58473773,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325062,GSM3588256,Illumina HiSeq 2500,BRB2_B,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588256,w1118_malpighianTubules_T=ZT3,SRP183194,w1118,T=ZT3,Time-series for w1118,whole malpighian tubules
SRR8522722,RNA-Seq,69,344492072,PRJNA518903,SAMN10862479,w1118,145436520,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325063,GSM3588257,Illumina HiSeq 2500,BRB2_B,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588257,w1118_malpighianTubules_T=ZT3,SRP183194,w1118,T=ZT3,Time-series for w1118,whole malpighian tubules
SRR8522723,RNA-Seq,69,190096043,PRJNA518903,SAMN10862478,w1118,80888495,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325064,GSM3588258,Illumina HiSeq 2500,BRB2_B,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588258,w1118_malpighianTubules_T=ZT5,SRP183194,w1118,T=ZT5,Time-series for w1118,whole malpighian tubules
SRR8522724,RNA-Seq,68,184605421,PRJNA518903,SAMN10862477,w1118,78771000,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325065,GSM3588259,Illumina HiSeq 2500,BRB2_B,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588259,w1118_malpighianTubules_T=ZT5,SRP183194,w1118,T=ZT5,Time-series for w1118,whole malpighian tubules
SRR8522725,RNA-Seq,69,188117804,PRJNA518903,SAMN10862476,w1118,79945355,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325066,GSM3588260,Illumina HiSeq 2500,BRB2_B,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588260,w1118_malpighianTubules_T=ZT7,SRP183194,w1118,T=ZT7,Time-series for w1118,whole malpighian tubules
